id_trip,lat,long
3374959,45.43665647,-73.59826289
3152792,45.54081396,-73.60371256
2932979,45.54081396,-73.60371256
2840883,45.54081396,-73.60371256
3130998,45.54000781,-73.5995815
2840886,45.55629498,-73.61816649
2906218,45.54000781,-73.5995815
3221176,45.48876542,-73.58372225
3580170,45.51936578,-73.55179946
2713076,45.485431,-73.627937
3453346,45.47678752,-73.63657381
1632244,45.46323574,-73.70507147
3537458,45.52051391,-73.55428087
2068742,45.53179017,-73.56526888
2266627,45.51391022,-73.57261247
2259671,45.52701024,-73.58603266
1982545,45.56654161,-73.65551156
2309574,45.53277429,-73.56736977
1735206,45.52922816,-73.6107121
1926345,45.52922816,-73.6107121
1926346,45.54090404,-73.60844292
1949661,45.54000781,-73.5995815
2713324,45.54207542,-73.64300718
2713077,45.5461956,-73.65716756
2004081,45.43705328,-73.61649724
1982948,45.49353318,-73.4792173
3415865,45.53805368,-73.60618767
3221204,45.53805368,-73.60618767
1632330,45.53135883,-73.61280237
1693043,45.48558746,-73.56274493
2004091,45.42279157,-73.60622974
2265519,45.42279157,-73.60622974
3570524,45.48524407,-73.62781506
2004092,45.50283984,-73.56070563
2310330,45.40333909,-73.19563416
2004094,45.42313274,-73.60706855
2004106,45.46276579,-73.56702253
2267897,45.53290124,-73.5676384
2004109,45.4365423,-73.62731347
2004113,45.44725156,-73.62111569
3219147,45.54389198,-73.61071833
1971636,45.48216121,-73.56116821
2147005,45.48216121,-73.56116821
1436550,45.49330331,-73.55743182
3078300,45.53014093,-73.64659122
3444630,45.53014093,-73.64659122
2004117,45.46173774,-73.56296701
3078302,45.53706118,-73.62516751
2648481,45.48238506,-73.81214431
1632373,45.75140405,-74.01205934
2004124,45.42219015,-73.60462732
3078305,45.46789115,-73.62376056
1436612,45.53293665,-73.80336094
2428028,45.47083132,-73.6060261
2648599,45.48062446,-73.57728749
1947232,45.54000781,-73.5995815
1947476,45.54000781,-73.5995815
3583160,45.54000781,-73.5995815
2933013,45.54897334,-73.59156746
1632439,45.48348431,-73.69486397
1802632,45.49813396,-73.62632605
3431631,45.5146832,-73.64571126
2004134,45.46052858,-73.57590843
2068247,45.51857832,-73.5686169
2838368,45.49126874,-73.62238626
2670830,45.49126874,-73.62238626
3285031,45.42132752,-73.64823014
3285036,45.35940621,-73.72344784
2963819,45.48769083,-73.56894743
3140121,45.48769083,-73.56894743
1680542,45.47449195,-73.62381477
2862610,45.47943616,-73.62372609
3283967,45.44792682,-73.61026348
3151733,45.46613536,-73.55094156
3168338,45.59350991,-73.54048373
2905318,45.53183992,-73.57228117
3384541,45.53316521,-73.5965505
1454915,45.44200005,-73.66577864
3592918,45.49464332,-73.55893787
3012133,45.55761214,-73.63547074
1939621,45.47627949,-73.62219907
3031183,45.52759625,-73.61221042
2451405,45.54233721,-73.6071704
2379408,45.5762504,-73.54701472
2187864,45.58173919,-73.53905971
2729893,45.57476975,-73.57391732
1815408,45.63277139,-73.4403918
2574933,45.51056213,-73.72912406
2049145,45.53511174,-73.15701004
1829842,45.47425689,-73.58740094
2036183,45.4904231,-73.56033137
1473929,45.48200149,-73.56520642
1441999,45.45511137,-73.85176496
2909506,45.50247233,-73.56671617
3059187,45.48808006,-73.58805189
2963821,45.48339778,-73.57443862
3202723,45.50424477,-73.61796131
3059343,45.3592014,-73.72153076
1442025,45.45788234,-73.8639506
3021234,45.60987967,-73.6220735
2731313,45.54186887,-73.6296078
3285044,45.35824296,-73.756639
3384546,45.5661837,-73.55678104
3171406,45.3829603,-73.54147711
1920663,45.56642428,-73.18285854
2001023,45.49188482,-73.58153688
1790764,45.52719102,-73.5135606
3431635,45.53135883,-73.61280237
2196514,45.50243751,-73.51381542
2270662,45.55058091,-73.64020441
1435642,45.49357483,-73.58170453
1701058,45.574491,-73.65994497
2773284,45.47729302,-73.63389557
3491385,45.56291312,-73.64791542
3081744,45.5558924,-73.7502546
1701060,45.57633715,-73.58366413
3491388,45.54977886,-73.59329571
1970496,45.47576416,-73.61374042
3136360,45.50619908,-73.55562167
3050907,45.54904775,-73.56075783
3232382,45.51641871,-73.6545611
3546786,45.5509944,-73.56277559
3120460,45.51114459,-73.56269522
1939624,45.48127543,-73.57790596
1704562,45.54403343,-73.61309239
1680544,45.47915381,-73.56335317
1446507,45.47334638,-73.62936046
1611967,45.47334638,-73.62936046
3211701,45.51700986,-73.55750262
1981284,45.50430968,-73.73518555
2538464,45.53557439,-73.62037915
3384549,45.59516496,-73.57626723
3064735,45.49926867,-73.62250535
1924720,45.57307491,-73.64163075
2240660,45.53927656,-73.60021848
3230331,45.47043351,-73.61855089
2428619,45.49541721,-73.56298671
3201795,45.44886203,-73.58240326
3582835,45.57513148,-73.61065826
3145323,45.55097956,-73.57314521
2983628,45.55097956,-73.57314521
2676160,45.53470746,-73.59993826
1737748,45.42540869,-73.62420146
2413563,45.59924554,-73.56875388
3295789,45.48903212,-73.62569644
2079251,45.52872231,-73.57852596
2084262,45.52872231,-73.57852596
2009679,45.50093616,-73.61671088
3035791,45.51503572,-73.56331079
3057505,45.55527697,-73.62049101
3241293,45.55527697,-73.62049101
2938375,45.49201197,-73.72467602
2885185,45.56338094,-73.64764172
2791340,45.54650724,-73.58625007
3151737,45.45655206,-73.54322206
2884003,45.68322618,-73.41670683
3577341,45.66145818,-73.6380415
2330463,45.55027748,-73.60006496
3081747,45.46262838,-73.8290957
2250203,45.46801383,-73.5991631
2221116,45.46801383,-73.5991631
2817832,45.49682787,-73.5629011
2738154,45.59211246,-73.51033594
3113729,45.57865462,-73.57076922
3112673,45.57865462,-73.57076922
2694363,45.49898264,-73.69450004
2471661,45.50066213,-73.62564404
3133435,45.52958323,-73.58266879
2599254,45.47219731,-73.48896614
2042863,45.58923276,-73.53698823
2569935,45.51962061,-73.59580759
3187031,45.65637757,-73.42203265
2105285,45.51765774,-73.55894957
3012136,45.56032559,-73.64276539
2811784,45.48862608,-73.62478819
2006125,45.50314801,-73.50190193
2569939,45.48979368,-73.62502516
3258434,45.50636292,-73.77898338
3388560,45.5354824,-73.61986681
2187867,45.52072236,-73.54877237
1623247,45.604252,-73.45105741
2569942,45.45419143,-73.6507047
3288527,45.53096384,-73.62416673
1473952,45.47846263,-73.56936319
2454007,45.49684835,-73.62108228
3551788,45.46359861,-73.40779123
1625075,45.54965862,-73.56013849
2584470,45.55169902,-73.58918172
3220575,45.54963767,-73.66866113
1623248,45.59135024,-73.43635477
2766408,45.51567291,-73.70427114
2421372,45.49953325,-73.5761503
3299353,45.52737811,-73.63070946
1687804,45.59790499,-73.5161032
3035793,45.52695428,-73.57686003
3035613,45.53631173,-73.67952619
2338077,45.54170465,-73.62610677
2433351,45.54170465,-73.62610677
2290709,45.49411629,-73.7037913
1734448,45.45169353,-73.8802962
2430415,45.51114818,-73.62232244
2884008,45.7717629,-73.36215153
2286283,45.53840952,-73.58282212
1743156,45.55463108,-73.6216262
2170203,45.52144922,-73.5495108
2150480,45.52144922,-73.5495108
2905326,45.49188482,-73.58153688
2734020,45.54145898,-73.56161146
3155095,45.55246293,-73.79600863
2370796,45.54962565,-73.53932406
1790779,45.52719102,-73.5135606
1446370,45.61299471,-73.45324952
2798514,45.4662349,-73.44174816
2380276,45.51624556,-73.65013028
3057509,45.5222066,-73.6022137
3057506,45.5176907,-73.59999062
2493240,45.52695053,-73.58948215
3072584,45.49575498,-73.40280434
2739418,45.42840924,-73.60985752
3260563,45.52581599,-73.59039286
2249588,45.50767264,-73.69988252
3150513,45.56573524,-73.74380191
3251812,45.55347298,-73.5650367
3397106,45.51676438,-73.58931971
1732560,45.54806161,-73.86501464
1754055,45.5751002,-73.66284077
3570525,45.48199462,-73.63066167
3252295,45.55848958,-73.57850457
2987213,45.47881449,-73.80662369
3295191,45.5328713,-73.58996833
3081757,45.54100291,-73.74858409
1911725,45.58672839,-73.56578745
1957520,45.58672839,-73.56578745
2115145,45.5008848,-73.56331158
3383258,45.51696519,-73.57938751
3254534,45.51696519,-73.57938751
2307500,45.52017939,-73.57641063
2077540,45.54586197,-73.54203513
2311503,45.54103593,-73.5473921
1968319,45.35665648,-73.97913851
1969914,45.35665648,-73.97913851
2385763,45.5049267,-73.55664504
2490159,45.5049267,-73.55664504
1740214,45.55229131,-73.56600358
2150639,45.51606384,-73.5543945
2289998,45.5479489,-73.54424093
1452824,45.49524352,-73.57833288
1734453,45.47081602,-73.82271181
3043680,45.47327899,-73.62490976
2309428,45.5538209,-73.55198733
1973836,45.5672293,-73.58047477
1436725,45.49476352,-73.56135492
1750015,45.41879013,-73.62553144
1436009,45.62522406,-73.58157355
3024255,45.50525785,-73.86931619
2033315,45.514123,-73.553196
2404424,45.55088391,-73.62109668
2005452,45.48747868,-73.58662053
2265441,45.44341765,-73.64788026
2903815,45.55330234,-73.55532996
2041636,45.53581122,-73.58723618
3016781,45.52252472,-73.59327414
2315095,45.44671441,-73.46909834
2448741,45.46283715,-73.5681088
1493267,45.47232228,-73.60662962
3252300,45.54145899,-73.56161148
2826318,45.53682562,-73.59056802
3398955,45.55793656,-73.65203369
3369336,45.43030359,-73.59815521
2852505,45.56063063,-73.66125224
3031180,45.56063063,-73.66125224
2243402,45.4432192,-73.7145199
3078460,45.49575156,-73.88468359
3444497,45.48954904,-73.7230802
3171800,45.46721134,-73.59385911
1969726,45.5821738,-73.70561795
2123686,45.47518347,-73.83992682
3081760,45.55584207,-73.76536718
3037319,45.53917785,-73.5957386
3081191,45.48756945,-73.56676724
2694196,45.71870591,-73.48454556
2814920,45.71870591,-73.48454556
2259682,45.51381498,-73.56134734
2043999,45.50319006,-73.68564477
3379569,45.52566168,-73.57434407
2738156,45.54438451,-73.63540081
1927009,45.57534547,-73.75170193
3587295,45.53547704,-73.66007731
3063893,45.47391048,-73.86603748
2446725,45.53268842,-73.5600206
2090686,45.63947488,-73.49039444
2015008,45.46290716,-73.59004897
3158602,45.5333202,-73.65717281
2711560,45.57346423,-73.40764807
2517894,45.57346423,-73.40764807
1468938,45.55632445,-73.660217
2995352,45.46619658,-73.59463738
3147034,45.53955966,-73.50899059
2566408,45.71607157,-73.50447964
1709297,45.5134404,-73.56275436
2547452,45.44928627,-73.81299552
3417959,45.54738557,-73.58817753
2861095,45.55721567,-73.66327484
2844502,45.4891383,-73.56516134
3059345,45.3558458,-73.71509399
3162848,45.53000161,-73.57794582
1653626,45.45384062,-73.57216132
2861097,45.56112191,-73.65739404
3132854,45.48239661,-73.78753276
3429380,45.51777263,-73.56934459
1917206,45.46142703,-73.63948485
2224344,45.53745979,-73.67702152
2589008,45.41756154,-73.65479437
2589392,45.41756154,-73.65479437
1732524,45.51769073,-73.5999906
1732525,45.52151425,-73.57215132
2185406,45.53704248,-73.27591141
3428548,45.39292427,-74.03129613
2230471,45.50473463,-73.62194903
2424562,45.53037587,-73.62188905
2517739,45.55174762,-73.8578175
2279243,45.48862608,-73.62478819
2071224,45.45626586,-73.57194146
2600243,45.53769273,-73.49469983
3155101,45.57465789,-73.76369018
1452301,45.56135359,-73.74856362
1611116,45.59669471,-73.59645812
1608801,45.59669471,-73.59645812
2903816,45.54965862,-73.56013849
1475987,45.52941948,-73.55607261
1437077,45.51619356,-73.63170006
2456012,45.54068047,-73.58778767
3550721,45.46674659,-73.63912969
2493561,45.47560769,-73.85430612
2763536,45.55189821,-73.61229252
3272688,45.60109206,-73.52978321
2023563,45.52782063,-73.58966926
2306080,45.53388553,-73.61283246
1475612,45.36138986,-73.71424958
2539399,45.52165049,-73.5701341
2311724,45.60108453,-73.59263803
2887601,45.52416365,-73.58162772
2466599,45.46541736,-73.57871517
1981907,45.51332378,-73.61255939
1437732,45.51054594,-73.67045232
2893724,45.45714801,-73.57961189
1437753,45.53797726,-73.57844033
3151056,45.52555689,-73.55785829
3254535,45.52678901,-73.58293862
2810506,45.51466946,-73.60898781
2861245,45.60428187,-73.56891067
3431516,45.52130648,-73.57536988
3254537,45.51889037,-73.57177528
2338079,45.54585976,-73.58482246
3072783,45.53378857,-73.33405346
3072791,45.45010603,-73.57249574
2762371,45.436095,-73.67903846
3287055,45.50799808,-73.71574584
3150518,45.5613522,-73.72217545
3534573,45.51033883,-73.56340716
2903821,45.55001695,-73.5626893
2538926,45.53858964,-73.60084268
2816258,45.53858964,-73.60084268
2694366,45.50760422,-73.6625813
2077543,45.52899041,-73.5593048
2262575,45.55655448,-73.57743276
2077545,45.54586193,-73.5420351
2715876,45.61210906,-73.5143592
2719459,45.49006578,-73.83575047
2010454,45.5522539,-73.54427543
2905331,45.53581122,-73.58723618
3111184,45.53581122,-73.58723618
3407409,45.49588111,-73.57313499
3155191,45.52702498,-73.58012766
2448854,45.59358924,-73.43358215
3133386,45.52001407,-73.55996853
2664632,45.56214937,-73.6039251
1489767,45.55124337,-73.63979701
2036256,45.43463972,-73.6774462
2289396,45.50666213,-73.5722856
2115151,45.50666213,-73.5722856
1485756,45.46447299,-73.84518898
2559791,45.5302049,-73.60849648
1983215,45.51013096,-73.55251368
1600090,45.560504,-73.709597
3171419,45.54830957,-73.56637893
2405107,45.53007004,-73.60992153
3132434,45.46723116,-73.62227698
2068570,45.38503549,-73.4986357
3190096,45.48694941,-73.56736274
2970874,45.5101744,-73.61219265
3398956,45.49033024,-73.69195345
2034378,45.47574842,-73.59064453
2706417,45.56716629,-73.57568944
1766018,45.5101744,-73.61219265
2794741,45.45667616,-73.54349538
2524004,45.45667616,-73.54349538
2396219,45.62003819,-73.60913113
2740581,45.57346784,-73.55990759
1930616,45.49967719,-73.64922625
2450799,45.48381274,-73.56058286
2988429,45.55636447,-73.54565715
2451415,45.51768687,-73.6134412
2230472,45.57363688,-73.56529316
1941292,45.50262552,-73.65017009
2912880,45.49227251,-73.57174666
3581262,45.47315322,-73.58964925
2390217,45.43518487,-73.86571671
2102649,45.50268779,-73.55931758
3186792,45.5454192,-73.62722223
2093576,45.58896338,-73.53616487
2367246,45.48342669,-73.63382651
3574831,45.54596671,-73.53964472
2692783,45.49714834,-73.6738164
2811517,45.50497204,-73.5533676
2811516,45.53070976,-73.56630593
1623856,45.51473865,-73.68654481
2321205,45.61539272,-73.54687714
1452531,45.48747868,-73.58662053
2503451,45.50608956,-73.8193926
2601286,45.51636166,-73.55810097
1652034,45.59297177,-73.55017026
2566430,45.50431418,-73.56555894
2563321,45.54894955,-73.61494947
2549881,45.64239511,-73.58920036
1486736,45.5270289,-73.69694656
1486745,45.51808504,-73.69926261
3259140,45.53087037,-73.65864266
1927011,45.58797377,-73.77432305
2448742,45.44847025,-73.56935193
2424646,45.52608581,-73.5164672
2694204,45.72942519,-73.47421011
3133539,45.52412137,-73.73166438
1455209,45.60292187,-73.53597243
3220578,45.53808136,-73.69366737
3024181,45.60580114,-73.51488504
1992025,45.55691417,-73.58949396
2461691,45.6165461,-73.84094198
1680550,45.44959827,-73.60776984
1804484,45.44959827,-73.60776984
3027078,45.56107303,-73.66537566
2311852,45.53516781,-73.57244897
2463932,45.643226,-73.49754729
2566226,45.4113511,-73.46174685
1974095,45.55906835,-73.65857442
1463301,45.58638542,-73.71847956
2872293,45.61228771,-73.55524535
2811154,45.51199335,-73.82542758
1463330,45.49840036,-73.74252117
2430164,45.51450796,-73.51150686
1476027,45.27928277,-73.76543333
3295192,45.53298314,-73.61085766
1669576,45.53582364,-73.73486866
2315098,45.44195375,-73.46526144
3132855,45.50139268,-73.78880661
2514057,45.53245518,-73.59719198
2872370,45.55473628,-73.54672057
1489772,45.54904441,-73.65191957
2600245,45.54632163,-73.48771226
3066074,45.48059479,-73.76095582
2599262,45.41366268,-73.482822
2575529,45.48113585,-73.8132114
1868187,45.53858964,-73.60084268
3064899,45.57925677,-73.55822347
2728513,45.74875031,-74.00796997
1469979,45.53167162,-73.32645478
3093633,45.66052457,-73.51078093
2624117,45.48395017,-73.57756327
2456152,45.48264959,-73.57566074
1778899,45.50074112,-73.56529548
3152125,45.55615645,-73.64773766
2782755,45.58765083,-73.3478389
3407410,45.53633089,-73.62226093
3047363,45.43429738,-73.63809754
1680553,45.48014093,-73.56226736
1680555,45.48664897,-73.56673019
2696748,45.5414092,-73.62263308
3024176,45.53137078,-73.59722875
3550723,45.47472465,-73.62812065
1436070,45.57057118,-73.55103967
2013826,45.55906835,-73.65857442
3577840,45.52568639,-73.59476436
1603451,45.69186912,-73.5108575
2861098,45.55249973,-73.64993521
2289425,45.51536462,-73.55589724
2410575,45.53633089,-73.62226093
2013828,45.55408297,-73.66153123
3585878,45.50093616,-73.61671088
1719374,45.44841195,-73.71616302
2148760,45.50690643,-73.58060682
3122639,45.5679394,-73.59011744
2209504,45.51073532,-73.57824236
1780452,45.53334185,-73.61333429
2893374,45.43581259,-73.68122517
3167200,45.54910821,-73.60599807
2224346,45.53147742,-73.59468123
2863208,45.46394235,-73.83756866
1972165,45.46102857,-73.58810064
1734468,45.45169353,-73.8802962
1835590,45.45169353,-73.8802962
1727697,45.512288,-73.533371
3289216,45.50021712,-73.57544541
3488022,45.52793363,-73.63036896
2259683,45.53443578,-73.58016156
2015011,45.51464213,-73.55966961
3143077,45.53564171,-73.59907807
2960280,45.55127188,-73.59440168
3254539,45.52678901,-73.58293862
1924494,45.44353152,-73.4399781
3021445,45.51314981,-73.72668474
3578851,45.46641513,-73.63439138
3537019,45.47780421,-73.62929172
2379419,45.50237536,-73.62944439
1452545,45.48616677,-73.58107443
2226763,45.50502953,-73.56428562
2880339,45.50458315,-73.61551437
1723182,45.53780486,-73.51041357
2670653,45.45099311,-73.59418927
2811522,45.53070976,-73.56630593
3035622,45.5772563,-73.63586416
3154851,45.53313391,-73.57504196
3450792,45.49295392,-73.57574235
2523453,45.54103597,-73.54739209
3348879,45.47266443,-73.54270939
3436295,45.43116766,-73.61635483
2808936,45.52772663,-73.71959621
2731219,45.51313747,-73.55920392
1815419,45.63277139,-73.4403918
2602861,45.52866353,-73.58557785
2852506,45.57546674,-73.65152163
2976974,45.5025679,-73.58047282
3295523,45.52329167,-73.58487664
1734471,45.42764529,-73.82092698
2194733,45.46412066,-73.62984103
3409391,45.51708686,-73.59693851
2380287,45.53642586,-73.65587409
1923491,45.53511926,-73.49546383
2452450,45.52431511,-73.56042249
2424004,45.4584291,-73.88637046
2262702,45.4584291,-73.88637046
1630021,45.4760679,-73.66134909
2302370,45.53489869,-73.59498693
1690818,45.39195709,-73.74961876
1928889,45.5083772,-73.56871135
2422557,45.50661871,-73.5589258
2290429,45.37852959,-73.9686449
3444632,45.55834545,-73.63841643
2461734,45.53843892,-73.61771506
3583635,45.49904539,-73.61637411
3148509,45.4712049,-73.60196379
2892919,45.53380173,-73.66611043
2454426,45.47519626,-73.61424686
2846901,45.48417429,-73.57315173
1458344,45.53713446,-73.67595016
3528215,45.52120902,-73.5924839
3384556,45.52120902,-73.5924839
2037786,45.60584391,-73.5293462
1630056,45.36203983,-73.73246117
2899575,45.4553866,-73.56769227
3186969,45.51923374,-73.45726765
1622203,45.5538209,-73.55198733
1446577,45.45936313,-73.66209859
1628487,45.48348089,-73.61600806
2910484,45.52953843,-73.68455755
2475140,45.46031091,-73.57157818
1761500,45.4586612,-73.63252669
1628489,45.4586612,-73.63252669
3128050,45.56160438,-73.46246198
3551535,45.53012897,-73.62234662
1752583,45.52428175,-73.5758883
3151626,45.5336005,-73.57392197
1645458,45.56131545,-73.59611128
3542557,45.49217573,-73.55810413
3541930,45.5619235,-73.74299767
2731653,45.49788681,-73.5750226
2415739,45.4284523,-73.59530413
1919682,45.50447156,-73.61902545
3585971,45.53516781,-73.57244897
3585882,45.52497648,-73.5820091
2300308,45.49221169,-73.5764718
1981309,45.54448399,-73.65117119
2068787,45.51333858,-73.57300465
2523454,45.65553604,-73.50988678
2864166,45.54608893,-73.66042248
3222541,45.4971327,-73.61852058
2459720,45.505998,-73.559661
3485266,45.50520089,-73.57066614
1454209,45.51249945,-73.56943527
1702221,45.51439065,-73.56191142
2893583,45.43134548,-73.6324936
3006209,45.43134548,-73.6324936
3072704,45.53089466,-73.59831869
2075392,45.56225181,-73.52445244
3058719,45.5239635,-73.58291907
2417651,45.50240206,-73.56496092
2456017,45.53602669,-73.55109721
2839857,45.57535628,-73.57830305
2932810,45.51464213,-73.55966961
2139586,45.5736154,-73.59639722
1981311,45.63172442,-73.51281859
2233249,45.51382225,-73.7203603
3489774,45.55058091,-73.64020441
2277277,45.50980501,-73.61733652
2211646,45.50980501,-73.61733652
2518674,45.47108665,-73.56391104
2547513,45.52211833,-73.70404782
2549805,45.52211833,-73.70404782
2381761,45.49583578,-73.55491821
2740598,45.57346784,-73.55990759
2451037,45.49713413,-73.63119622
3592680,45.58365267,-73.79181224
3062623,45.47822574,-73.59956418
3527244,45.50369643,-73.57472485
2204152,45.46612987,-73.55234569
3496279,45.61163528,-73.55569405
2888196,45.47881714,-73.62445915
1478512,45.5175127,-73.69658741
1802650,45.57633715,-73.58366413
2416216,45.49670766,-73.61766173
2204363,45.54243483,-73.55789378
2892698,45.49495195,-73.61919128
2365105,45.63277139,-73.4403918
3235611,45.53650464,-73.60273148
3593017,45.51495076,-73.55431345
3584704,45.47888952,-73.61898429
2313052,45.55003407,-73.65678856
1628491,45.4586612,-73.63252674
3601579,45.51464213,-73.55966961
2365577,45.56341535,-73.59421757
3155119,45.67806464,-73.92029326
2001122,45.53940125,-73.65832616
2001124,45.53212245,-73.62315501
1933988,45.54511768,-73.6548726
2996213,45.51747157,-73.56868503
3169991,45.41912024,-73.89129196
3363834,45.41912024,-73.89129196
2199658,45.55576242,-73.5328552
2268377,45.53548452,-73.64048362
2743169,45.47995316,-73.58032761
1923557,45.51315431,-73.82743592
3232389,45.51459937,-73.59238646
2626200,45.53443767,-73.60952897
2437331,45.52704741,-73.78260274
2626202,45.51642603,-73.57988128
3324516,45.49553434,-73.70608533
3072592,45.49595737,-73.40820508
1788350,45.6773303,-73.49249833
3374470,45.50930185,-73.61340188
1628492,45.48348089,-73.61600806
1815425,45.63277139,-73.4403918
1628493,45.52304705,-73.59277193
2667419,45.52000232,-73.59666587
3130820,45.53625234,-73.59376643
1950688,45.57948786,-73.42464938
1930299,45.46723116,-73.62227698
2056252,45.5726647,-73.53620635
1950832,45.6022906,-73.5598472
1445867,45.4411334,-73.44154816
1972609,45.59612553,-73.58503695
3580896,45.44457801,-73.72157306
3058314,45.50944803,-73.61327039
2075395,45.57782308,-73.51685741
2268379,45.52137123,-73.62513608
3595412,45.51791166,-73.55665667
1493269,45.47507667,-73.62327699
2972298,45.50206782,-73.63487288
2518677,45.47522002,-73.59405441
2518679,45.48061722,-73.55855186
1451082,45.50021713,-73.57544545
2826870,45.47558849,-73.59584713
1704812,45.59288853,-73.55789127
1731191,45.59288853,-73.55789127
1709032,45.50021713,-73.57544545
2115163,45.5008848,-73.56331158
3026943,45.52898518,-73.70575263
3179509,45.53312197,-73.57937459
2773758,45.47729302,-73.63389557
2232838,45.46982253,-73.62808057
1972952,45.53014093,-73.64659122
2213525,45.49516625,-73.57981849
1627093,45.55585175,-73.55019753
2903823,45.57855999,-73.51405349
1439192,45.5438341,-73.58678437
2439616,45.58604582,-73.56312709
2884010,45.67052805,-73.42574145
2102638,45.56185898,-73.58033463
3579996,45.4510902,-73.54927662
1971469,45.47645441,-73.6063459
3384562,45.52980226,-73.57017116
2627420,45.47990997,-73.55610755
2432402,45.47990997,-73.55610755
3267519,45.61713479,-73.61491938
3155746,45.50195401,-73.57101763
2362080,45.54161573,-73.61713902
2794721,45.54152347,-73.56526544
2912889,45.49227251,-73.57174666
1669102,45.42425131,-73.62638574
1924248,45.55225387,-73.54427541
2209271,45.36881469,-73.70992157
3126039,45.48935196,-73.58445918
1666275,45.52695053,-73.58948215
2123696,45.45795329,-73.62819596
2180258,45.75622301,-73.4468488
1666280,45.52094472,-73.59718894
2489511,45.53608917,-73.6120243
2498899,45.54476428,-73.61474042
2489776,45.54476428,-73.61474042
2180261,45.74652307,-73.45260332
2148761,45.5047966,-73.56231501
3059045,45.5225548,-73.56248026
2667511,45.55292124,-73.66934673
2543173,45.54935113,-73.66437152
1652180,45.57181286,-73.5980229
3416816,45.44326492,-73.81540906
3059203,45.53489869,-73.59498693
3126040,45.48062446,-73.57728749
1983455,45.48150557,-73.57417412
1771948,45.52497648,-73.5820091
3334305,45.62031026,-73.62474412
1702691,45.75133144,-73.45198827
2298230,45.52640743,-73.55087715
2180263,45.71482557,-73.51200998
1624497,45.51636166,-73.55810097
2849723,45.43646556,-73.24537642
2661318,45.47668966,-73.61580318
1726384,45.424554,-73.87863002
3234003,45.5482325,-73.57101667
1923602,45.53392682,-73.49258152
2675526,45.65284002,-73.51064764
3302417,45.46480956,-73.56504846
2905333,45.53397851,-73.60500716
1698884,45.48421132,-73.78959997
1965066,45.48421132,-73.78959997
3437836,45.52083891,-73.50098527
3584163,45.52083891,-73.50098527
3059206,45.5401383,-73.60431251
2429369,45.57644423,-73.40772206
1719775,45.49908372,-73.70192207
1788355,45.59921326,-73.55793314
3384563,45.53291762,-73.57457157
3551720,45.44905733,-73.61244355
3030218,45.61674433,-73.54747448
3436376,45.49094733,-73.58262951
1709036,45.49658833,-73.5700366
2426348,45.53947465,-73.69201097
2411117,45.53691311,-73.62190904
1489489,45.62306555,-73.82058658
2547551,45.52108238,-73.67527121
2960291,45.49294719,-73.56476183
1962935,45.51414226,-73.56756768
2306084,45.55354879,-73.59726999
2724044,45.50198113,-73.56736002
2047409,45.50490618,-73.67627835
2388459,45.71973989,-73.49299104
2826871,45.50222662,-73.56122085
2259685,45.51372806,-73.56046195
2569953,45.50150525,-73.57021566
2001019,45.53074856,-73.6287082
1990258,45.55504393,-73.6482453
3397221,45.52987173,-73.64841756
1669104,45.42425131,-73.62638574
1957525,45.42425131,-73.62638574
3059208,45.53335674,-73.59395783
2485331,45.6908377,-73.48683075
